outcome,effect_type,mean,q2.5,q16,q84,q97.5,mean_exp,rhat,ess_bulk,estimate_type,restaurant_id,n_rest_model,source,pred_path,exposure_strip,color_group,left_ok,right_ok,color_group_inner,color_group_innerdark,color_group_restwash,q1_lo,q1_hi
Breakfast-style meat,Level change,-0.340991870708455,-0.78479988325,-0.5471074784,-0.13586311928,0.089376935025,0.7127186833007275,NA,NA,Pooled,POOLED,5,finalized_redone_trunc_cp,NA,"Exposure: Breakfast-Style Analog
Introductions",Animal,FALSE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,-0.5471074784,-0.13586311928
Breakfast-style meat,Slope change,-0.271731998044473,-0.910283537275,-0.566123955,0.0207782076,0.37075530525,0.7567020330904142,NA,NA,Pooled,POOLED,5,finalized_redone_trunc_cp,NA,"Exposure: Breakfast-Style Analog
Introductions",Animal,FALSE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,-0.566123955,0.0207782076
Dairy,Level change,0.354448747312345,-0.84436836975,-0.1602574724,0.88512936124,1.54060043375,1.4158171852858104,NA,NA,Pooled,POOLED,3,finalized_redone_trunc,NA,"Exposure: Dairy Analog
Introductions",Animal,FALSE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,-0.1602574724,0.88512936124
Dairy,Slope change,-0.375971443625036,-1.323707512425,-0.813847476,0.0615571544,0.526574323775,0.691420833229242,NA,NA,Pooled,POOLED,3,finalized_redone_trunc,NA,"Exposure: Dairy Analog
Introductions",Animal,FALSE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,-0.813847476,0.0615571544
Ground meat,Level change,0.3060703892183,-1.013597086,-0.34682380524,0.9659663064,1.5522889140975,1.3840950464249737,NA,NA,Pooled,POOLED,7,finalized_redone_trunc_cp,NA,"Exposure: Ground Meat Analog
Introductions",Animal,FALSE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,-0.34682380524,0.9659663064
Ground meat,Slope change,-0.329882367703704,-0.964120422,-0.6223148468,-0.03052242632,0.258153142225,0.7289255674132944,NA,NA,Pooled,POOLED,7,finalized_redone_trunc_cp,NA,"Exposure: Ground Meat Analog
Introductions",Animal,FALSE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,-0.6223148468,-0.03052242632
Breakfast-style meat,Level change,-0.287492781100138,-0.5784731875,-0.4382833512,-0.13550553448,0.0433357015750001,0.7412861028453346,NA,NA,Restaurant,L69HYJ4Y3TR91,NA,finalized_redone_trunc_cp,NA,"Exposure: Breakfast-Style Analog
Introductions",Animal,FALSE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,-0.4382833512,-0.13550553448
Breakfast-style meat,Level change,-0.328573953265952,-0.6195101125,-0.470023598,-0.18486878332,-0.0414606347249999,0.7196546261218625,NA,NA,Restaurant,ED5J990H5VAZT,NA,finalized_redone_trunc_cp,NA,"Exposure: Breakfast-Style Analog
Introductions",Animal,FALSE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,-0.470023598,-0.18486878332
Breakfast-style meat,Level change,2.80240777164041,1.62393012375,2.1948532752,3.42820765416,4.077528001,16.06166906571542,NA,NA,Restaurant,V3Q26BHF3SE2H,NA,finalized_redone_trunc_cp,NA,"Exposure: Breakfast-Style Analog
Introductions",Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,2.1948532752,3.42820765416
Breakfast-style meat,Level change,2.56081681072442,0.807438316325,1.6806270772,3.45452697036,4.417679267075,12.75540502112677,NA,NA,Restaurant,V3Q26BHF3SE2H,NA,finalized_redone_trunc_cp,NA,"Exposure: Breakfast-Style Analog
Introductions",Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,1.6806270772,3.45452697036
