restaurant_id,analysis,outcome,exposure,issue_summary,separation,quasi_separation,separation_type,n_obs,n_exposed,n_unexposed,distinct_outcome_unexposed,distinct_outcome_exposed,very_sparse_exposure,very_sparse_outcome,distinct_values_exposure,distinct_values_outcome,correlation,mean_outcome_unexposed,mean_outcome_exposed,outcome_pct_zero_when_exp0,prop_zero_exposure,prop_zero_outcome,high_zero_exposure,high_zero_outcome,imbalanced,small_sample,problematic,exposure_column
SRQS8F7JWA9MZ,proportion,vegan,vegan_dishes_count,QUASI_SEP | Exp_sparse(2),FALSE,TRUE,"Quasi-separation when unexposed (98% zeros, n=3)",1507,1346,161,3,25,TRUE,FALSE,2,25,0.378,0.02,5.13,98.1,0.107,0.178,FALSE,FALSE,FALSE,FALSE,TRUE,exposure_SRQS8F7JWA9MZ_1
SRQS8F7JWA9MZ,proportion,vegan,vegan_dishes_prop,QUASI_SEP,FALSE,TRUE,"Quasi-separation when unexposed (98% zeros, n=3)",1507,1346,161,3,25,FALSE,FALSE,7,25,0.274,0.02,5.13,98.1,0.107,0.178,FALSE,FALSE,FALSE,FALSE,TRUE,exposure_SRQS8F7JWA9MZ_1
2HRX9P6HKXA8V,proportion,chicken_fish,mpbamod_dishes_count,Exp_sparse(1) | Imbal(100%),FALSE,FALSE,OK,807,807,0,0,67,TRUE,FALSE,1,67,NA,NA,16.79,NA,0,0.128,FALSE,FALSE,TRUE,FALSE,TRUE,exposure_2HRX9P6HKXA8V_1
2HRX9P6HKXA8V,proportion,meat,mpbamod_dishes_count,Exp_sparse(1) | Imbal(100%),FALSE,FALSE,OK,807,807,0,0,441,TRUE,FALSE,1,441,NA,NA,245.51,NA,0,0.059,FALSE,FALSE,TRUE,FALSE,TRUE,exposure_2HRX9P6HKXA8V_1
SRQS8F7JWA9MZ,proportion,meat,vegan_dishes_count,Exp_sparse(2),FALSE,FALSE,OK,1507,1346,161,63,254,TRUE,FALSE,2,269,0.395,31.34,114.79,23,0.107,0.032,FALSE,FALSE,FALSE,FALSE,TRUE,exposure_SRQS8F7JWA9MZ_1
2HRX9P6HKXA8V,proportion,nonvegan,mpbamod_dishes_count,Exp_sparse(1) | Imbal(100%),FALSE,FALSE,OK,807,807,0,0,470,TRUE,FALSE,1,470,NA,NA,324.05,NA,0,0.059,FALSE,FALSE,TRUE,FALSE,TRUE,exposure_2HRX9P6HKXA8V_1
SRQS8F7JWA9MZ,proportion,nonvegan,vegan_dishes_count,Exp_sparse(2),FALSE,FALSE,OK,1507,1346,161,73,314,TRUE,FALSE,2,329,0.39,39.52,146.82,23,0.107,0.032,FALSE,FALSE,FALSE,FALSE,TRUE,exposure_SRQS8F7JWA9MZ_1
2HRX9P6HKXA8V,proportion,total,mpbamod_dishes_count,Exp_sparse(1) | Imbal(100%),FALSE,FALSE,OK,807,807,0,0,485,TRUE,FALSE,1,485,NA,NA,345.85,NA,0,0.059,FALSE,FALSE,TRUE,FALSE,TRUE,exposure_2HRX9P6HKXA8V_1
SRQS8F7JWA9MZ,proportion,total,vegan_dishes_count,Exp_sparse(2),FALSE,FALSE,OK,1507,1346,161,72,327,TRUE,FALSE,2,343,0.395,39.54,151.95,23,0.107,0.032,FALSE,FALSE,FALSE,FALSE,TRUE,exposure_SRQS8F7JWA9MZ_1
2HRX9P6HKXA8V,proportion,vegan,mpbamod_dishes_count,Exp_sparse(1) | Imbal(100%),FALSE,FALSE,OK,807,807,0,0,73,TRUE,FALSE,1,73,NA,NA,21.81,NA,0,0.079,FALSE,FALSE,TRUE,FALSE,TRUE,exposure_2HRX9P6HKXA8V_1
2HRX9P6HKXA8V,proportion,vegetarian,mpbamod_dishes_count,Exp_sparse(1) | Imbal(100%),FALSE,FALSE,OK,807,807,0,0,245,TRUE,FALSE,1,245,NA,NA,100.34,NA,0,0.062,FALSE,FALSE,TRUE,FALSE,TRUE,exposure_2HRX9P6HKXA8V_1
SRQS8F7JWA9MZ,proportion,vegetarian,vegan_dishes_count,Exp_sparse(2),FALSE,FALSE,OK,1507,1346,161,28,115,TRUE,FALSE,2,116,0.359,8.2,37.15,24.8,0.107,0.035,FALSE,FALSE,FALSE,FALSE,TRUE,exposure_SRQS8F7JWA9MZ_1
2HRX9P6HKXA8V,proportion_targeted,breakfast_p,breakfast_dishes_presence,Exp_sparse(1) | Imbal(100%),FALSE,FALSE,OK,807,807,0,0,420,TRUE,FALSE,1,420,NA,NA,232.27,NA,0,0.059,FALSE,FALSE,TRUE,FALSE,TRUE,exposure_2HRX9P6HKXA8V_1
ED5J990H5VAZT,proportion_targeted,breakfast_p,breakfast_dishes_presence,Exp_sparse(2),FALSE,FALSE,OK,2618,2152,466,6,71,TRUE,FALSE,2,71,0.296,0.14,10.44,92.3,0.178,0.442,FALSE,FALSE,FALSE,FALSE,TRUE,exposure_ED5J990H5VAZT_1
JHDN7CF1C03X5,proportion_targeted,breakfast_p,breakfast_dishes_presence,Exp_sparse(2) | Imbal(100%),FALSE,FALSE,OK,1527,1525,2,1,64,TRUE,FALSE,2,64,0.049,0,18.39,100,0.001,0.222,FALSE,FALSE,TRUE,FALSE,TRUE,exposure_JHDN7CF1C03X5_1
L69HYJ4Y3TR91,proportion_targeted,breakfast_p,breakfast_dishes_presence,Exp_sparse(2) | Imbal(100%),FALSE,FALSE,OK,318,317,1,1,63,TRUE,FALSE,2,63,0.107,0,26.76,100,0.003,0.028,FALSE,FALSE,TRUE,FALSE,TRUE,exposure_L69HYJ4Y3TR91_1
SRQS8F7JWA9MZ,proportion_targeted,breakfast_p,breakfast_dishes_presence,Exp_sparse(2) | Imbal(98%),FALSE,FALSE,OK,1507,1472,35,2,402,TRUE,FALSE,2,403,0.227,0.03,170.29,97.1,0.023,0.033,FALSE,FALSE,TRUE,FALSE,TRUE,exposure_SRQS8F7JWA9MZ_1
JHDN7CF1C03X5,proportion_targeted,chicken_p,chicken_dishes_presence,Exp_sparse(1) | Imbal(100%),FALSE,FALSE,OK,1527,1527,0,0,86,TRUE,FALSE,1,86,NA,NA,30.28,NA,0,0.208,FALSE,FALSE,TRUE,FALSE,TRUE,exposure_JHDN7CF1C03X5_1
W8T41JZK0ZMEP,proportion_targeted,chicken_p,chicken_dishes_presence,Exp_sparse(1) | Imbal(100%),FALSE,FALSE,OK,1201,1201,0,0,33,TRUE,FALSE,1,33,NA,NA,9.41,NA,0,0.167,FALSE,FALSE,TRUE,FALSE,TRUE,exposure_W8T41JZK0ZMEP_1
JHDN7CF1C03X5,proportion_targeted,dairy_p,dairy_dishes_presence,Exp_sparse(1) | Imbal(100%),FALSE,FALSE,OK,1527,1527,0,0,111,TRUE,FALSE,1,111,NA,NA,38.83,NA,0,0.207,FALSE,FALSE,TRUE,FALSE,TRUE,exposure_JHDN7CF1C03X5_1
W8T41JZK0ZMEP,proportion_targeted,dairy_p,dairy_dishes_presence,Exp_sparse(1) | Imbal(100%),FALSE,FALSE,OK,1201,1201,0,0,137,TRUE,FALSE,1,137,NA,NA,57.48,NA,0,0.091,FALSE,FALSE,TRUE,FALSE,TRUE,exposure_W8T41JZK0ZMEP_1
W8T41JZK0ZMEP,proportion_targeted,egg_p,egg_dishes_presence,Exp_sparse(1) | Imbal(100%),FALSE,FALSE,OK,1201,1201,0,0,73,TRUE,FALSE,1,73,NA,NA,24.7,NA,0,0.106,FALSE,FALSE,TRUE,FALSE,TRUE,exposure_W8T41JZK0ZMEP_1
JHDN7CF1C03X5,proportion_targeted,untextured_p,untextured_dishes_presence,Exp_sparse(2) | Imbal(99%),FALSE,FALSE,OK,1527,1517,10,1,20,TRUE,FALSE,2,20,0.099,0,4.73,100,0.007,0.238,FALSE,FALSE,TRUE,FALSE,TRUE,exposure_JHDN7CF1C03X5_1
SRQS8F7JWA9MZ,proportion_targeted,untextured_p,untextured_dishes_presence,Exp_sparse(1) | Imbal(100%),FALSE,FALSE,OK,1507,1507,0,0,126,TRUE,FALSE,1,126,NA,NA,41.93,NA,0,0.036,FALSE,FALSE,TRUE,FALSE,TRUE,exposure_SRQS8F7JWA9MZ_1
W8T41JZK0ZMEP,proportion_targeted,untextured_p,untextured_dishes_presence,Exp_sparse(1) | Imbal(100%),FALSE,FALSE,OK,1201,1201,0,0,20,TRUE,FALSE,1,20,NA,NA,2.75,NA,0,0.365,FALSE,FALSE,TRUE,FALSE,TRUE,exposure_W8T41JZK0ZMEP_1
